FECHA,AGRO,ALUA,BBAR,BMA,BYMA,GGAL,SUPV,PAMP,YPFD,VALO,CEPU,TRAN,TXAR,LOMA,HARG,COME,CRES,TGNO4,TGSU2,EDN,CVH,MIRG,TECO2,AUSO,BHIP,BOLT,BPAT,CADO,CAPX,CARC,CECO2,CELU,CGPA2,CTIO,DGCU2,DOME,DYCA,ESME,FERR,FIPL,GAMI,GARO,GBAN,GCLA,GRIM,HAVA,INTR,INVJ,IRSA,LEDE,LONG,METR,MOLA,MOLI,MORI,MTR,OEST,PATA,PGR,POLL,RICH,ROSE,SAMI,SEMI,TGLT,AMZN,AAPL,BABA,C,DISN,FB,GLNT,GOLD,GOOGL,INTC,KO,MCD,MELI,MSFT,NFLX,PBR,TSLA
25/02/2024,"50,90","895,00","2.288,15","4.037,00","999,00","2.475,95","952,65","1.904,85","19.631,40","245,25","899,35","1.264,50","865,00","1.427,25","1.174,50","107,90","905,95","1.749,50","3.029,10","998,20","4.355,00","12.240,50","1.706,25","2.544,50","217,50","61,70","771,00","523,50","5.292,50","32,20","371,50","657,50","1.869,00","1.609,00","1.030,50","89,00","695,00","0,00","98,00","325,00","0,00","180,25","986,50","1.624,00","970,00","7.417,50","264,00","439,50","928,05","810,00","51,90","791,50","20.797,00","3.919,50","140,75","0,00","1.022,00","979,00","0,00","699,00","875,00","113,00","983,50","102,50","0,00","1.330,50","9.967,50","9.320,00","20.333,50","9.862,00","0,00","0,00","8.017,00","2.618,00","9.451,00","13.335,00","13.590,00","14.874,50","14.973,50","13.463,00","19.414,50","14.606,00"
24/02/2024,"50,90","895,00","2.288,15","4.037,00","999,00","2.475,95","952,65","1.904,85","19.631,40","245,25","899,35","1.264,50","865,00","1.427,25","1.174,50","107,90","905,95","1.749,50","3.029,10","998,20","4.355,00","12.240,50","1.706,25","2.544,50","217,50","61,70","771,00","523,50","5.292,50","32,20","371,50","657,50","1.869,00","1.609,00","1.030,50","89,00","695,00","0,00","98,00","325,00","0,00","180,25","986,50","1.624,00","970,00","7.417,50","264,00","439,50","928,05","810,00","51,90","791,50","20.797,00","3.919,50","140,75","0,00","1.022,00","979,00","0,00","699,00","875,00","113,00","983,50","102,50","0,00","1.330,50","9.967,50","9.320,00","20.333,50","9.862,00","0,00","0,00","8.017,00","2.618,00","9.451,00","13.335,00","13.590,00","14.874,50","14.973,50","13.463,00","19.414,50","14.606,00"
23/02/2024,"53,60","886,00","2.337,90","4.080,20","1.008,50","2.472,80","992,10","1.997,60","20.210,10","246,50","950,45","1.258,50","869,00","1.505,00","1.225,50","109,60","927,10","1.822,00","3.223,15","1.098,45","4.475,00","12.758,00","1.818,95","2.597,00","226,50","65,70","808,50","545,50","5.225,00","34,70","382,00","666,50","1.972,50","1.626,50","1.078,50","93,50","685,00","0,00","101,50","307,00","0,00","173,25","1.010,00","1.661,00","955,50","7.588,50","260,50","449,00","976,60","824,50","56,10","836,50","21.433,00","3.701,00","148,00","0,00","1.045,50","989,50","0,00","657,00","888,50","109,00","1.002,50","103,25","0,00","1.349,50","10.172,00","9.395,50","20.838,50","9.966,00","0,00","0,00","8.213,50","2.762,50","9.655,00","13.644,00","13.861,50","15.207,00","15.295,00","13.601,50","19.408,00","14.312,00"
22/02/2024,"53,70","823,00","2.193,35","3.962,40","1.006,50","2.436,05","948,10","1.909,40","20.015,25","244,75","947,85","1.290,50","803,50","1.503,95","1.245,00","109,95","928,25","1.805,00","3.116,95","1.069,75","4.404,00","13.089,00","1.740,95","2.510,50","207,75","66,50","768,50","547,50","5.181,00","33,90","386,00","685,00","1.995,50","1.602,50","1.056,50","0,00","690,00","0,00","103,50","306,00","0,00","166,75","1.014,00","1.644,00","955,50","7.699,50","264,50","490,00","980,00","832,00","56,80","834,00","21.455,00","3.379,00","147,00","0,00","968,00","981,00","0,00","607,00","945,50","115,00","1.039,50","104,50","0,00","1.323,50","10.112,00","9.283,00","20.367,00","9.818,00","0,00","0,00","7.912,50","2.716,00","9.445,00","13.390,00","13.534,00","16.617,50","15.004,00","13.417,00","19.175,00","14.349,50"
21/02/2024,"52,00","826,00","2.148,90","3.715,50","985,00","2.303,00","940,40","1.877,30","18.819,90","237,50","926,10","1.336,00","795,50","1.439,30","1.228,50","110,15","924,90","1.804,00","2.905,60","1.065,55","4.225,00","13.004,50","1.688,10","2.446,50","167,00","54,00","729,00","550,50","5.054,50","29,25","378,00","672,50","1.746,50","1.570,00","998,50","0,00","661,00","0,00","95,70","292,00","0,00","165,50","1.008,50","1.557,00","950,00","7.489,50","250,00","400,50","942,15","850,50","56,00","801,00","20.884,00","2.983,00","137,75","0,00","959,00","921,00","0,00","584,00","912,00","125,00","1.022,00","96,60","0,00","1.298,00","10.087,00","9.362,50","20.590,50","9.983,50","0,00","0,00","8.201,50","2.725,00","9.626,00","13.647,00","13.710,50","16.041,00","14.815,00","13.270,00","19.835,50","14.330,00"
20/02/2024,"55,00","885,00","2.151,05","3.665,60","1.024,50","2.329,70","976,90","1.896,65","18.816,15","255,00","946,95","1.322,50","836,00","1.436,35","1.225,50","117,00","949,15","1.875,00","2.971,85","1.049,40","4.313,50","13.559,50","1.719,10","2.588,00","175,75","58,20","739,00","558,00","5.313,50","32,70","391,00","691,50","1.697,50","1.602,00","1.017,50","93,50","649,00","0,00","101,00","339,00","0,00","175,50","1.026,50","1.582,50","950,00","7.817,50","270,50","446,50","984,05","945,00","57,30","868,00","21.360,00","3.294,00","144,25","0,00","997,50","969,50","0,00","520,00","930,50","128,50","1.087,50","103,00","0,00","1.308,00","10.249,00","9.146,50","20.901,00","10.341,50","0,00","0,00","8.336,00","2.749,50","10.034,50","13.719,00","13.885,50","16.456,00","15.092,00","13.517,50","19.884,00","14.493,50"
19/02/2024,"57,70","912,50","2.174,55","3.592,70","1.075,00","2.311,55","970,75","1.933,70","18.891,10","252,50","929,80","1.291,00","889,00","1.460,80","1.275,00","117,25","996,60","1.948,00","3.009,70","1.086,15","4.408,50","13.934,00","1.726,35","2.603,00","181,25","61,70","759,00","586,00","5.494,00","33,65","398,00","711,50","1.756,00","1.695,00","1.046,50","94,20","641,50","0,00","99,90","357,50","0,00","175,50","1.027,00","1.592,00","998,00","8.159,50","295,50","451,00","995,80","954,50","59,30","900,50","23.089,00","3.583,00","148,25","0,00","1.033,50","980,00","0,00","510,00","983,00","128,50","1.130,00","107,50","0,00","1.319,50","10.369,00","9.503,00","20.863,00","10.575,50","0,00","0,00","8.496,00","2.737,50","9.830,00","13.587,50","13.790,00","17.177,00","15.473,00","13.421,00","20.224,00","15.184,50"
18/02/2024,"57,70","912,50","2.174,55","3.592,70","1.075,00","2.311,55","970,75","1.933,70","18.891,10","252,50","929,80","1.291,00","889,00","1.460,80","1.275,00","117,25","996,60","1.948,00","3.009,70","1.086,15","4.408,50","13.934,00","1.726,35","2.603,00","181,25","61,70","759,00","586,00","5.494,00","33,65","398,00","711,50","1.756,00","1.695,00","1.046,50","94,20","641,50","0,00","99,90","357,50","0,00","175,50","1.027,00","1.592,00","998,00","8.159,50","295,50","451,00","995,80","954,50","59,30","900,50","23.089,00","3.583,00","148,25","0,00","1.033,50","980,00","0,00","510,00","983,00","128,50","1.130,00","107,50","0,00","1.319,50","10.369,00","9.503,00","20.863,00","10.575,50","0,00","0,00","8.496,00","2.737,50","9.830,00","13.587,50","13.790,00","17.177,00","15.473,00","13.421,00","20.224,00","15.184,50"
17/02/2024,"57,70","912,50","2.174,55","3.592,70","1.075,00","2.311,55","970,75","1.933,70","18.891,10","252,50","929,80","1.291,00","889,00","1.460,80","1.275,00","117,25","996,60","1.948,00","3.009,70","1.086,15","4.408,50","13.934,00","1.726,35","2.603,00","181,25","61,70","759,00","586,00","5.494,00","33,65","398,00","711,50","1.756,00","1.695,00","1.046,50","94,20","641,50","0,00","99,90","357,50","0,00","175,50","1.027,00","1.592,00","998,00","8.159,50","295,50","451,00","995,80","954,50","59,30","900,50","23.089,00","3.583,00","148,25","0,00","1.033,50","980,00","0,00","510,00","983,00","128,50","1.130,00","107,50","0,00","1.319,50","10.369,00","9.503,00","20.863,00","10.575,50","0,00","0,00","8.496,00","2.737,50","9.830,00","13.587,50","13.790,00","17.177,00","15.473,00","13.421,00","20.224,00","15.184,50"
16/02/2024,"57,60","894,50","2.142,60","3.524,95","1.071,00","2.309,20","955,45","1.915,40","18.924,40","246,00","940,85","1.253,50","879,00","1.438,75","1.254,00","118,05","953,25","1.965,00","3.028,45","1.049,95","4.351,00","14.008,00","1.732,90","2.543,00","184,50","64,30","745,50","592,50","5.567,50","33,95","395,00","712,50","1.841,50","1.669,00","1.077,50","94,20","673,50","0,00","101,50","354,00","0,00","184,00","1.072,50","1.600,00","994,50","7.762,00","279,00","463,50","970,00","974,50","58,70","925,00","23.507,50","3.692,50","149,25","0,00","1.058,50","944,50","0,00","500,00","1.018,50","128,50","1.136,00","106,00","0,00","1.305,50","10.116,50","9.204,50","20.300,00","10.332,50","0,00","0,00","8.160,00","2.688,00","9.709,50","13.219,00","13.571,50","16.396,00","15.008,50","13.613,00","19.749,50","14.854,00"
15/02/2024,"59,40","904,50","2.210,35","3.639,35","1.100,00","2.348,05","962,15","2.012,10","19.630,60","252,50","975,25","1.226,00","892,50","1.473,95","1.293,00","113,95","997,10","1.999,50","3.145,40","1.110,00","4.520,00","14.003,50","1.805,15","2.606,50","194,75","67,90","774,00","601,00","5.449,00","35,30","401,00","728,50","1.897,50","1.807,00","1.123,50","94,60","690,00","0,00","106,25","369,00","0,00","197,25","1.075,00","1.617,00","1.050,00","7.487,00","292,50","496,50","983,85","919,50","62,20","990,00","24.550,00","3.783,00","154,00","0,00","1.085,00","972,00","0,00","450,00","1.031,00","129,75","1.210,00","107,00","0,00","1.360,00","10.506,50","9.469,00","21.210,00","10.804,00","0,00","0,00","8.405,00","2.834,00","10.352,50","13.709,00","14.028,00","17.011,50","15.638,00","14.291,00","20.176,00","15.339,50"
14/02/2024,"55,00","940,50","2.190,35","3.636,00","1.098,00","2.355,95","968,65","2.071,15","20.061,80","262,50","1.000,10","1.184,50","896,50","1.514,05","1.297,50","115,30","974,00","2.000,50","3.144,05","1.090,45","4.562,50","13.720,50","1.795,50","2.439,50","202,25","71,10","792,00","608,00","5.652,00","36,85","408,50","747,00","2.041,50","1.828,00","1.140,50","84,90","683,50","0,00","101,25","325,50","0,00","196,00","1.099,00","1.595,00","1.050,00","7.271,00","281,00","520,00","975,05","939,50","61,90","1.012,50","25.525,50","4.022,00","162,75","0,00","1.052,50","962,50","0,00","420,00","1.003,00","0,00","1.184,50","111,00","0,00","1.392,50","10.780,50","9.610,00","21.121,50","10.922,50","0,00","0,00","8.258,00","2.952,00","10.351,50","13.932,50","14.099,00","16.999,50","16.021,50","14.129,00","20.039,00","14.703,50"
13/02/2024,"55,00","940,50","2.190,35","3.636,00","1.098,00","2.355,95","968,65","2.071,15","20.061,80","262,50","1.000,10","1.184,50","896,50","1.514,05","1.297,50","115,30","974,00","2.000,50","3.144,05","1.090,45","4.562,50","13.720,50","1.795,50","2.439,50","202,25","71,10","792,00","608,00","5.652,00","36,85","408,50","747,00","2.041,50","1.828,00","1.140,50","84,90","683,50","0,00","101,25","325,50","0,00","196,00","1.099,00","1.595,00","1.050,00","7.271,00","281,00","520,00","975,05","939,50","61,90","1.012,50","25.525,50","4.022,00","162,75","0,00","1.052,50","962,50","0,00","420,00","1.003,00","0,00","1.184,50","111,00","0,00","1.392,50","10.780,50","9.610,00","21.121,50","10.922,50","0,00","0,00","8.258,00","2.952,00","10.351,50","13.932,50","14.099,00","16.999,50","16.021,50","14.129,00","20.039,00","14.703,50"
12/02/2024,"55,00","940,50","2.190,35","3.636,00","1.098,00","2.355,95","968,65","2.071,15","20.061,80","262,50","1.000,10","1.184,50","896,50","1.514,05","1.297,50","115,30","974,00","2.000,50","3.144,05","1.090,45","4.562,50","13.720,50","1.795,50","2.439,50","202,25","71,10","792,00","608,00","5.652,00","36,85","408,50","747,00","2.041,50","1.828,00","1.140,50","84,90","683,50","0,00","101,25","325,50","0,00","196,00","1.099,00","1.595,00","1.050,00","7.271,00","281,00","520,00","975,05","939,50","61,90","1.012,50","25.525,50","4.022,00","162,75","0,00","1.052,50","962,50","0,00","420,00","1.003,00","0,00","1.184,50","111,00","0,00","1.392,50","10.780,50","9.610,00","21.121,50","10.922,50","0,00","0,00","8.258,00","2.952,00","10.351,50","13.932,50","14.099,00","16.999,50","16.021,50","14.129,00","20.039,00","14.703,50"
11/02/2024,"55,00","940,50","2.190,35","3.636,00","1.098,00","2.355,95","968,65","2.071,15","20.061,80","262,50","1.000,10","1.184,50","896,50","1.514,05","1.297,50","115,30","974,00","2.000,50","3.144,05","1.090,45","4.562,50","13.720,50","1.795,50","2.439,50","202,25","71,10","792,00","608,00","5.652,00","36,85","408,50","747,00","2.041,50","1.828,00","1.140,50","84,90","683,50","0,00","101,25","325,50","0,00","196,00","1.099,00","1.595,00","1.050,00","7.271,00","281,00","520,00","975,05","939,50","61,90","1.012,50","25.525,50","4.022,00","162,75","0,00","1.052,50","962,50","0,00","420,00","1.003,00","0,00","1.184,50","111,00","0,00","1.392,50","10.780,50","9.610,00","21.121,50","10.922,50","0,00","0,00","8.258,00","2.952,00","10.351,50","13.932,50","14.099,00","16.999,50","16.021,50","14.129,00","20.039,00","14.703,50"
10/02/2024,"55,00","940,50","2.190,35","3.636,00","1.098,00","2.355,95","968,65","2.071,15","20.061,80","262,50","1.000,10","1.184,50","896,50","1.514,05","1.297,50","115,30","974,00","2.000,50","3.144,05","1.090,45","4.562,50","13.720,50","1.795,50","2.439,50","202,25","71,10","792,00","608,00","5.652,00","36,85","408,50","747,00","2.041,50","1.828,00","1.140,50","84,90","683,50","0,00","101,25","325,50","0,00","196,00","1.099,00","1.595,00","1.050,00","7.271,00","281,00","520,00","975,05","939,50","61,90","1.012,50","25.525,50","4.022,00","162,75","0,00","1.052,50","962,50","0,00","420,00","1.003,00","0,00","1.184,50","111,00","0,00","1.392,50","10.780,50","9.610,00","21.121,50","10.922,50","0,00","0,00","8.258,00","2.952,00","10.351,50","13.932,50","14.099,00","16.999,50","16.021,50","14.129,00","20.039,00","14.703,50"
9/02/2024,"56,60","994,00","2.238,65","3.669,70","1.149,00","2.324,85","979,00","2.164,35","20.533,50","267,50","1.042,10","1.209,50","920,50","1.536,85","1.344,00","111,70","991,95","2.099,00","3.276,65","1.102,35","4.789,00","14.060,50","1.799,25","2.427,00","205,00","76,50","770,00","604,00","5.800,50","38,25","416,50","764,00","1.927,50","1.894,50","1.161,50","89,30","693,50","0,00","103,50","260,00","0,00","196,00","1.105,50","1.607,00","0,00","7.830,00","291,00","527,50","983,85","1.006,50","61,10","917,50","26.630,50","4.253,50","174,00","0,00","1.060,00","1.019,00","0,00","410,00","1.000,50","104,00","1.213,00","116,25","0,00","1.507,50","11.661,00","9.836,50","22.087,50","11.154,50","0,00","0,00","9.052,00","3.179,00","10.706,50","14.653,50","14.907,00","18.015,50","17.270,50","14.456,00","21.208,50","15.883,50"
8/02/2024,"52,80","973,50","2.153,90","3.594,10","1.140,50","2.303,95","956,90","2.197,65","19.898,60","267,50","1.044,55","1.216,00","920,00","1.567,30","1.347,50","105,75","1.016,85","2.072,00","3.224,85","1.072,15","4.563,00","13.392,50","1.732,75","2.309,00","196,75","80,10","734,00","583,50","6.067,50","32,45","414,00","705,00","1.612,50","1.860,00","1.126,50","0,00","650,00","0,00","96,80","231,75","0,00","196,75","1.102,00","1.574,50","1.015,50","7.340,50","285,50","493,00","963,35","894,50","58,30","917,00","25.073,00","3.815,50","158,50","0,00","1.006,00","905,00","0,00","391,00","904,00","101,75","1.152,50","101,50","0,00","1.478,50","11.769,50","9.861,50","22.660,00","11.549,00","0,00","0,00","9.299,00","3.144,50","10.672,50","14.883,50","15.242,00","18.162,00","17.235,00","14.511,00","21.608,00","15.798,50"
7/02/2024,"56,00","998,50","2.237,35","3.766,30","1.179,50","2.413,55","1.026,85","2.211,80","20.022,55","274,50","1.088,55","1.299,50","950,50","1.615,25","1.438,50","113,20","1.078,10","2.150,50","3.313,30","1.162,90","4.427,50","13.587,00","1.813,30","2.420,00","215,50","71,00","800,00","624,50","5.650,00","33,25","424,50","732,00","1.671,50","1.950,00","1.188,00","86,50","669,50","0,00","104,00","238,25","0,00","191,50","1.199,00","1.539,50","0,00","7.838,00","277,00","532,00","999,75","931,50","60,40","994,50","25.754,50","4.242,50","149,50","0,00","1.055,00","968,50","0,00","360,00","941,00","101,00","1.219,00","106,00","0,00","1.499,00","11.987,00","10.349,00","22.928,50","10.435,00","0,00","0,00","9.437,50","3.171,50","10.853,00","15.175,50","15.166,50","18.156,00","17.411,50","14.885,00","21.964,00","15.949,00"
6/02/2024,"60,90","1.018,50","2.436,10","4.088,60","1.233,50","2.569,30","1.136,75","2.336,45","20.693,20","285,00","1.134,30","1.438,50","996,50","1.686,25","1.525,50","120,25","1.105,85","2.383,50","3.601,50","1.152,50","4.750,50","14.354,00","1.941,25","2.551,50","245,75","77,00","867,00","649,50","6.055,00","38,00","428,50","772,00","1.900,50","2.048,00","1.274,50","92,70","693,00","0,00","107,25","267,00","0,00","200,00","1.311,50","1.617,50","1.000,00","8.203,00","313,00","576,50","1.024,30","984,50","63,60","1.086,50","28.969,00","4.501,50","162,25","0,00","1.109,00","1.040,00","0,00","360,00","990,00","106,00","1.341,50","113,50","0,00","1.468,00","11.799,50","10.820,00","22.594,50","10.353,00","0,00","0,00","9.425,00","3.108,00","10.702,50","14.978,00","14.775,00","17.777,00","16.859,00","14.506,00","21.626,50","15.413,50"
5/02/2024,"63,30","1.042,00","2.500,75","4.219,05","1.251,50","2.692,70","1.192,40","2.440,30","21.278,20","291,00","1.196,55","1.459,00","1.057,00","1.759,20","1.558,00","115,65","1.153,95","2.386,00","3.733,45","1.214,90","4.907,00","14.804,50","1.959,20","2.585,50","245,50","82,50","905,00","653,50","6.003,00","41,95","443,00","791,00","2.068,50","2.163,00","1.332,50","94,40","712,00","0,00","114,50","267,50","0,00","195,75","1.382,50","1.600,00","1.003,00","8.655,00","335,00","594,00","1.078,25","1.019,00","65,60","1.160,00","27.696,50","4.747,00","180,00","0,00","1.125,00","1.078,00","0,00","328,00","1.087,50","110,50","1.421,00","123,50","0,00","1.521,00","12.121,50","10.732,50","23.493,00","10.390,50","0,00","0,00","9.794,00","3.212,50","11.074,50","15.477,50","15.334,50","18.993,50","17.423,50","15.163,50","22.007,00","15.579,50"
