datetime,channel_44,channel_45,channel_46,channel_44_isAnomaly,channel_44_anomalyId,channel_45_isAnomaly,channel_45_anomalyId,channel_46_isAnomaly,channel_46_anomalyId
2000-02-09 01:01:46.347000+00:00,0.798391,0.8151587,0.7652957,0,,0,,0,
2000-02-09 01:02:16.347000+00:00,0.80705017,0.8151587,0.76698476,0,,0,,0,
2000-02-09 01:02:46.347000+00:00,0.8078367,0.81685466,0.7703615,0,,0,,0,
2000-02-09 01:03:16.347000+00:00,0.8062622,0.81431144,0.77289504,0,,0,,0,
2000-02-09 01:03:46.347000+00:00,0.8062622,0.8117668,0.771206,0,,0,,0,
2000-02-09 01:04:16.347000+00:00,0.7991775,0.81431144,0.77289504,0,,0,,0,
2000-02-09 01:04:46.347000+00:00,0.80547565,0.8117668,0.77289504,0,,0,,0,
2000-02-09 01:05:16.347000+00:00,0.80311453,0.8117668,0.7737396,0,,0,,0,
2000-02-09 01:05:46.347000+00:00,0.8101992,0.8126155,0.771206,0,,0,,0,
2000-02-09 01:06:16.347000+00:00,0.8062622,0.8134628,0.76951694,0,,0,,0,
2000-02-09 01:06:46.347000+00:00,0.8046877,0.8151587,0.7745841,0,,0,,0,
2000-02-09 01:07:16.347000+00:00,0.80547565,0.8117668,0.77205056,0,,0,,0,
2000-02-09 01:07:46.347000+00:00,0.80390114,0.8134628,0.77205056,0,,0,,0,
2000-02-09 01:08:16.347000+00:00,0.80390114,0.8117668,0.77205056,0,,0,,0,
2000-02-09 01:08:46.347000+00:00,0.80390114,0.8126155,0.7745841,0,,0,,0,
2000-02-09 01:09:16.347000+00:00,0.8023266,0.8117668,0.77289504,0,,0,,0,
2000-02-09 01:09:46.347000+00:00,0.80311453,0.8117668,0.7737396,0,,0,,0,
2000-02-09 01:10:16.347000+00:00,0.8023266,0.8117668,0.7737396,0,,0,,0,
2000-02-09 01:10:46.347000+00:00,0.7999655,0.8126155,0.7745841,0,,0,,0,
2000-02-09 01:11:08.847000+00:00,0.79524195,0.82278985,0.7703615,0,,0,,0,
2000-02-09 01:11:16.347000+00:00,0.80075204,0.8109195,0.77542865,0,,0,,0,
2000-02-09 01:11:46.347000+00:00,0.80075204,0.8092236,0.7771177,0,,0,,0,
2000-02-09 01:12:16.347000+00:00,0.798391,0.8117668,0.76951694,0,,0,,0,
2000-02-09 01:12:46.347000+00:00,0.7999655,0.8109195,0.7779622,0,,0,,0,
2000-02-09 01:13:16.347000+00:00,0.7999655,0.8117668,0.7779622,0,,0,,0,
2000-02-09 01:13:46.347000+00:00,0.79681647,0.8117668,0.77542865,0,,0,,0,
2000-02-09 01:14:16.347000+00:00,0.79681647,0.8134628,0.7796513,0,,0,,0,
2000-02-09 01:14:46.347000+00:00,0.798391,0.8134628,0.77542865,0,,0,,0,
2000-02-09 01:15:16.347000+00:00,0.79602987,0.8126155,0.77542865,0,,0,,0,
2000-02-09 01:15:46.347000+00:00,0.7991775,0.8117668,0.7762732,0,,0,,0,
2000-02-09 01:16:16.347000+00:00,0.80075204,0.8151587,0.7745841,0,,0,,0,
2000-02-09 01:16:46.347000+00:00,0.80154,0.81431144,0.7745841,0,,0,,0,
2000-02-09 01:17:16.347000+00:00,0.79602987,0.8151587,0.77205056,0,,0,,0,
2000-02-09 01:17:46.347000+00:00,0.8023266,0.816006,0.7745841,0,,0,,0,
2000-02-09 01:18:16.347000+00:00,0.80390114,0.8151587,0.7762732,0,,0,,0,
2000-02-09 01:18:46.347000+00:00,0.79602987,0.8151587,0.7779622,0,,0,,0,
2000-02-09 01:19:16.347000+00:00,0.79602987,0.81685466,0.7745841,0,,0,,0,
2000-02-09 01:19:46.347000+00:00,0.80075204,0.8151587,0.7771177,0,,0,,0,
2000-02-09 01:20:16.347000+00:00,0.7976044,0.816006,0.77542865,0,,0,,0,
2000-02-09 01:20:46.347000+00:00,0.8023266,0.8193979,0.7771177,0,,0,,0,
2000-02-09 01:21:08.847000+00:00,0.8046877,0.81855065,0.7703615,0,,0,,0,
2000-02-09 01:21:16.347000+00:00,0.7999655,0.817702,0.7737396,0,,0,,0,
2000-02-09 01:21:46.347000+00:00,0.7991775,0.816006,0.7762732,0,,0,,0,
2000-02-09 01:22:16.347000+00:00,0.798391,0.81431144,0.77542865,0,,0,,0,
2000-02-09 01:22:46.347000+00:00,0.80075204,0.81685466,0.7737396,0,,0,,0,
2000-02-09 01:23:16.347000+00:00,0.8023266,0.81431144,0.77289504,0,,0,,0,
2000-02-09 01:23:46.347000+00:00,0.798391,0.816006,0.771206,0,,0,,0,
2000-02-09 01:24:16.347000+00:00,0.79681647,0.816006,0.7737396,0,,0,,0,
2000-02-09 01:24:46.347000+00:00,0.798391,0.8151587,0.7745841,0,,0,,0,
2000-02-09 01:25:16.347000+00:00,0.798391,0.81685466,0.7737396,0,,0,,0,
2000-02-09 01:25:46.347000+00:00,0.798391,0.8151587,0.7762732,0,,0,,0,
2000-02-09 01:26:16.347000+00:00,0.79524195,0.817702,0.76951694,0,,0,,0,
2000-02-09 01:26:46.347000+00:00,0.7976044,0.81855065,0.771206,0,,0,,0,
2000-02-09 01:27:16.347000+00:00,0.7991775,0.81855065,0.771206,0,,0,,0,
2000-02-09 01:27:46.347000+00:00,0.79681647,0.8193979,0.77205056,0,,0,,0,
2000-02-09 01:28:16.347000+00:00,0.79445535,0.8202466,0.77289504,0,,0,,0,
2000-02-09 01:28:46.347000+00:00,0.7976044,0.8193979,0.7771177,0,,0,,0,
2000-02-09 01:29:16.347000+00:00,0.79524195,0.817702,0.7771177,0,,0,,0,
2000-02-09 01:29:46.347000+00:00,0.79681647,0.81855065,0.76951694,0,,0,,0,
2000-02-09 01:30:16.347000+00:00,0.79602987,0.8193979,0.77205056,0,,0,,0,
2000-02-09 01:30:46.347000+00:00,0.79524195,0.817702,0.77205056,0,,0,,0,
2000-02-09 01:31:08.847000+00:00,0.80311453,0.8117668,0.77289504,0,,0,,0,
2000-02-09 01:31:16.347000+00:00,0.79681647,0.8193979,0.771206,0,,0,,0,
2000-02-09 01:31:46.347000+00:00,0.79524195,0.8193979,0.7703615,0,,0,,0,
2000-02-09 01:32:16.347000+00:00,0.79288083,0.8193979,0.7652957,0,,0,,0,
2000-02-09 01:32:46.347000+00:00,0.79524195,0.8219412,0.76951694,0,,0,,0,
2000-02-09 01:33:16.347000+00:00,0.79524195,0.8219412,0.77289504,0,,0,,0,
2000-02-09 01:33:46.347000+00:00,0.79602987,0.82278985,0.76698476,0,,0,,0,
2000-02-09 01:34:16.347000+00:00,0.79445535,0.82109386,0.7686724,0,,0,,0,
2000-02-09 01:34:46.347000+00:00,0.80075204,0.8193979,0.7703615,0,,0,,0,
2000-02-09 01:35:16.347000+00:00,0.79602987,0.8193979,0.7703615,0,,0,,0,
2000-02-09 01:35:46.347000+00:00,0.7991775,0.8193979,0.76951694,0,,0,,0,
2000-02-09 01:36:16.347000+00:00,0.7999655,0.82278985,0.75853944,0,,0,,0,
2000-02-09 01:36:46.347000+00:00,0.79445535,0.8219412,0.7652957,0,,0,,0,
2000-02-09 01:37:16.347000+00:00,0.798391,0.82109386,0.76951694,0,,0,,0,
2000-02-09 01:37:46.347000+00:00,0.7991775,0.8219412,0.7661402,0,,0,,0,
2000-02-09 01:38:16.347000+00:00,0.79602987,0.8236371,0.7686724,0,,0,,0,
2000-02-09 01:38:46.347000+00:00,0.7991775,0.8202466,0.7678293,0,,0,,0,
2000-02-09 01:39:16.347000+00:00,0.7976044,0.82278985,0.7568504,0,,0,,0,
2000-02-09 01:39:46.347000+00:00,0.8023266,0.82109386,0.7627621,0,,0,,0,
2000-02-09 01:40:16.347000+00:00,0.798391,0.8219412,0.76698476,0,,0,,0,
2000-02-09 01:40:46.347000+00:00,0.80075204,0.8202466,0.76698476,0,,0,,0,
2000-02-09 01:41:08.847000+00:00,0.7991775,0.8126155,0.77880675,0,,0,,0,
2000-02-09 01:41:16.347000+00:00,0.8023266,0.82109386,0.7636066,0,,0,,0,
2000-02-09 01:41:46.347000+00:00,0.80154,0.817702,0.75853944,0,,0,,0,
2000-02-09 01:42:16.347000+00:00,0.8046877,0.8219412,0.7652957,0,,0,,0,
2000-02-09 01:42:46.347000+00:00,0.80075204,0.81855065,0.7686724,0,,0,,0,
2000-02-09 01:43:16.347000+00:00,0.80075204,0.8202466,0.76698476,0,,0,,0,
2000-02-09 01:43:46.347000+00:00,0.80547565,0.817702,0.76698476,0,,0,,0,
2000-02-09 01:44:16.347000+00:00,0.80154,0.8202466,0.76698476,0,,0,,0,
2000-02-09 01:44:46.347000+00:00,0.80154,0.816006,0.7661402,0,,0,,0,
2000-02-09 01:45:16.347000+00:00,0.8046877,0.81685466,0.7678293,0,,0,,0,
2000-02-09 01:45:46.347000+00:00,0.80390114,0.8151587,0.7661402,0,,0,,0,
2000-02-09 01:46:16.347000+00:00,0.80390114,0.8151587,0.7652957,0,,0,,0,
2000-02-09 01:46:46.347000+00:00,0.8046877,0.817702,0.7661402,0,,0,,0,
2000-02-09 01:47:16.347000+00:00,0.8078367,0.8134628,0.76951694,0,,0,,0,
2000-02-09 01:47:46.347000+00:00,0.80547565,0.816006,0.7678293,0,,0,,0,
2000-02-09 01:48:16.347000+00:00,0.80547565,0.8134628,0.77289504,0,,0,,0,
2000-02-09 01:48:46.347000+00:00,0.80390114,0.8134628,0.76951694,0,,0,,0,
2000-02-09 01:49:16.347000+00:00,0.8062622,0.81431144,0.7661402,0,,0,,0,
2000-02-09 01:49:46.347000+00:00,0.8062622,0.8134628,0.7686724,0,,0,,0,
2000-02-09 01:50:16.347000+00:00,0.80705017,0.8134628,0.76698476,0,,0,,0,
2000-02-09 01:50:46.347000+00:00,0.8086247,0.8134628,0.7619176,0,,0,,0,
2000-02-09 01:51:08.847000+00:00,0.79524195,0.817702,0.77542865,0,,0,,0,
2000-02-09 01:51:16.347000+00:00,0.8094112,0.8126155,0.7661402,0,,0,,0,
2000-02-09 01:51:46.347000+00:00,0.80705017,0.8134628,0.771206,0,,0,,0,
2000-02-09 01:52:16.347000+00:00,0.80547565,0.8117668,0.77289504,0,,0,,0,
2000-02-09 01:52:46.347000+00:00,0.81256026,0.8117668,0.76951694,0,,0,,0,
2000-02-09 01:53:16.347000+00:00,0.80390114,0.8092236,0.771206,0,,0,,0,
2000-02-09 01:53:46.347000+00:00,0.8062622,0.8117668,0.76951694,0,,0,,0,
2000-02-09 01:54:16.347000+00:00,0.8062622,0.8092236,0.7661402,0,,0,,0,
2000-02-09 01:54:46.347000+00:00,0.8046877,0.8092236,0.77542865,0,,0,,0,
2000-02-09 01:55:16.347000+00:00,0.80390114,0.8083749,0.7745841,0,,0,,0,
2000-02-09 01:55:46.347000+00:00,0.80705017,0.8075276,0.7745841,0,,0,,0,
2000-02-09 01:56:16.347000+00:00,0.8046877,0.8083749,0.7762732,0,,0,,0,
2000-02-09 01:56:46.347000+00:00,0.80075204,0.8117668,0.77542865,0,,0,,0,
2000-02-09 01:57:16.347000+00:00,0.8078367,0.8109195,0.7737396,0,,0,,0,
2000-02-09 01:57:46.347000+00:00,0.80311453,0.8083749,0.77542865,0,,0,,0,
2000-02-09 01:58:16.347000+00:00,0.8062622,0.8083749,0.7771177,0,,0,,0,
2000-02-09 01:58:46.347000+00:00,0.80154,0.8092236,0.7771177,0,,0,,0,
2000-02-09 01:59:16.347000+00:00,0.7999655,0.8066803,0.7830294,0,,0,,0,
2000-02-09 01:59:46.347000+00:00,0.7999655,0.8109195,0.77880675,0,,0,,0,
2000-02-09 02:00:16.347000+00:00,0.7991775,0.8100709,0.7771177,0,,0,,0,
2000-02-09 02:00:46.347000+00:00,0.7999655,0.8075276,0.7762732,0,,0,,0,
2000-02-09 02:01:08.847000+00:00,0.798391,0.82278985,0.76698476,0,,0,,0,
2000-02-09 02:01:16.347000+00:00,0.80311453,0.8083749,0.77542865,0,,0,,0,
2000-02-09 02:01:46.347000+00:00,0.79681647,0.8083749,0.7771177,0,,0,,0,
2000-02-09 02:02:16.347000+00:00,0.7976044,0.8058317,0.7830294,0,,0,,0,
2000-02-09 02:02:46.347000+00:00,0.7976044,0.8092236,0.7771177,0,,0,,0,
2000-02-09 02:03:16.347000+00:00,0.79602987,0.8100709,0.7771177,0,,0,,0,
2000-02-09 02:03:46.347000+00:00,0.798391,0.8092236,0.7796513,0,,0,,0,
2000-02-09 02:04:16.347000+00:00,0.798391,0.8109195,0.77880675,0,,0,,0,
2000-02-09 02:04:46.347000+00:00,0.79681647,0.8100709,0.7796513,0,,0,,0,
2000-02-09 02:05:16.347000+00:00,0.79445535,0.8083749,0.78134036,0,,0,,0,
2000-02-09 02:05:46.347000+00:00,0.79681647,0.8109195,0.7771177,0,,0,,0,
2000-02-09 02:06:16.347000+00:00,0.79366744,0.8092236,0.7838739,0,,0,,0,
2000-02-09 02:06:46.347000+00:00,0.7999655,0.8117668,0.77542865,0,,0,,0,
2000-02-09 02:07:16.347000+00:00,0.7897318,0.8109195,0.78134036,0,,0,,0,
2000-02-09 02:07:46.347000+00:00,0.79445535,0.8134628,0.77880675,0,,0,,0,
2000-02-09 02:08:16.347000+00:00,0.79288083,0.8109195,0.7821849,0,,0,,0,
2000-02-09 02:08:46.347000+00:00,0.79602987,0.8126155,0.77880675,0,,0,,0,
2000-02-09 02:09:16.347000+00:00,0.79288083,0.8126155,0.7804958,0,,0,,0,
2000-02-09 02:09:46.347000+00:00,0.7913063,0.8134628,0.7779622,0,,0,,0,
2000-02-09 02:10:16.347000+00:00,0.79524195,0.81431144,0.7779622,0,,0,,0,
2000-02-09 02:10:46.347000+00:00,0.7920929,0.8126155,0.7779622,0,,0,,0,
2000-02-09 02:11:08.847000+00:00,0.8023266,0.81685466,0.76698476,0,,0,,0,
2000-02-09 02:11:16.347000+00:00,0.79288083,0.8151587,0.7804958,0,,0,,0,
2000-02-09 02:11:46.347000+00:00,0.7897318,0.816006,0.771206,0,,0,,0,
2000-02-09 02:12:16.347000+00:00,0.7897318,0.8151587,0.7796513,0,,0,,0,
2000-02-09 02:12:46.347000+00:00,0.7913063,0.81685466,0.78134036,0,,0,,0,
2000-02-09 02:13:16.347000+00:00,0.7897318,0.81685466,0.77880675,0,,0,,0,
2000-02-09 02:13:46.347000+00:00,0.7881573,0.816006,0.7762732,0,,0,,0,
2000-02-09 02:14:16.347000+00:00,0.7905198,0.817702,0.7745841,0,,0,,0,
2000-02-09 02:14:46.347000+00:00,0.79445535,0.8202466,0.7737396,0,,0,,0,
2000-02-09 02:15:16.347000+00:00,0.7897318,0.81855065,0.7762732,0,,0,,0,
2000-02-09 02:15:46.347000+00:00,0.79681647,0.8193979,0.7737396,0,,0,,0,
2000-02-09 02:16:16.347000+00:00,0.79288083,0.8193979,0.77205056,0,,0,,0,
2000-02-09 02:16:46.347000+00:00,0.79524195,0.8193979,0.77542865,0,,0,,0,
2000-02-09 02:17:16.347000+00:00,0.79445535,0.817702,0.77205056,0,,0,,0,
2000-02-09 02:17:46.347000+00:00,0.79445535,0.8193979,0.7703615,0,,0,,0,
2000-02-09 02:18:16.347000+00:00,0.79288083,0.8219412,0.7686724,0,,0,,0,
2000-02-09 02:18:46.347000+00:00,0.7920929,0.82109386,0.76698476,0,,0,,0,
2000-02-09 02:19:16.347000+00:00,0.79366744,0.8219412,0.77205056,0,,0,,0,
2000-02-09 02:19:46.347000+00:00,0.79524195,0.8244858,0.76445115,0,,0,,0,
2000-02-09 02:20:16.347000+00:00,0.79288083,0.8219412,0.76698476,0,,0,,0,
